Barra,Tensao_pu,Angulo_graus,Correcao_Tensao_QLIM_pu,Tipo_Barra
8897,0.9719,3.9563,0.000000,1
8898,0.9745,3.4633,0.000000,1
8899,0.9728,4.9902,0.000000,1
8912,0.9779,9.0701,0.000000,1
8913,0.9775,7.7552,0.000000,1
8914,0.9772,9.0262,0.000000,1
8915,0.9751,7.1665,0.000000,1
8916,0.9794,5.2882,0.000000,1
8917,0.9758,7.0352,0.000000,1
8918,0.9814,4.5555,0.000000,1
8922,0.9820,4.4285,0.000000,1
8928,0.9785,-8.7304,0.000000,1
8929,0.9785,-8.7304,0.000000,1
8930,1.0352,-11.8981,0.000000,1
8931,1.0349,-11.8974,0.000000,1
8932,0.9953,-4.0662,0.000000,1
8937,0.9854,-2.4295,0.000000,1
8938,0.9780,0.0273,0.000000,1
8939,0.9784,-0.3563,0.000000,1
8940,0.9791,2.0950,0.000000,1
8941,0.9791,2.0950,0.000000,1
8942,0.9789,2.1569,0.000000,1
8943,0.9789,2.1569,0.000000,1
8950,0.9811,-1.4398,0.000000,1
8951,0.9804,-1.4331,0.000000,1
8952,0.9769,-1.4331,0.000000,1
8957,0.9712,11.7941,0.000000,1
8958,0.9712,11.7941,0.000000,1
8959,1.0195,-21.6185,0.000000,1
8960,1.0195,-21.6185,0.000000,1
8961,0.9917,-32.4037,0.000000,1
8962,0.9918,-32.4005,0.000000,1
8963,0.9917,-32.4037,0.000000,1
8964,0.9918,-32.4005,0.000000,1
8965,1.0118,-8.3784,0.000000,1
8966,1.0116,-8.3775,0.000000,1
8967,0.9783,1.2614,0.000000,1
8968,0.9784,1.4012,0.000000,1
8969,0.9839,-1.1421,0.000000,1
8970,0.9852,-1.3801,0.000000,1
8971,1.0501,-3.7003,0.000000,1
8975,0.9966,-1.3265,0.000000,1
8976,0.9959,-1.3240,0.000000,1
8977,0.9748,3.6289,0.000000,1
8978,0.9930,-8.4662,0.000000,1
8979,0.9927,-8.4642,0.000000,1
8980,1.0417,-8.4642,0.000000,1
8982,1.0500,-14.1298,0.000000,1
8983,1.0498,-14.1280,0.000000,1
8984,1.0069,1.1928,0.000000,1
8985,1.0040,3.4582,0.000000,1
8986,1.0076,5.7129,0.000000,1
8990,1.0052,-22.2486,0.000000,1
8991,1.0052,-22.2486,0.000000,1
8992,1.0052,-22.2486,0.000000,1
8993,1.0052,-22.2486,0.000000,1
8994,1.0038,-23.8582,0.000000,1
8995,1.0038,-23.8582,0.000000,1
8996,1.0038,-23.8582,0.000000,1
8997,1.0038,-23.8582,0.000000,1
8998,0.9845,-1.2565,0.000000,1
8999,0.9978,-3.3990,0.000000,1
9000,1.0217,-4.9047,0.000000,1
9001,0.9834,-25.5712,0.000000,1
9002,0.9845,-26.5817,0.000000,1
9003,0.9943,-23.8304,0.000000,1
9004,0.9790,-23.9784,0.000000,1
9005,0.9982,-23.7590,0.000000,1
9007,0.9962,-21.9720,0.000000,1
9008,1.0177,-21.3448,0.000000,1
9009,1.0113,-21.0850,0.000000,1
9010,0.9871,-25.3855,0.000000,1
9011,0.9866,-24.9072,0.000000,1
9012,1.0130,-22.4457,0.000000,1
9013,1.0077,-23.1235,0.000000,1
9014,1.0041,-18.5588,0.000000,1
9015,1.0003,-22.5063,0.000000,1
9016,1.0452,-20.3505,0.000000,1
9017,1.0138,-22.2589,0.000000,1
9019,0.9522,-20.2190,0.000000,1
9020,0.9891,-26.6880,0.000000,1
9021,1.0245,-20.3893,0.000000,1
9023,1.0192,-25.2626,0.000000,1
9024,1.0278,-20.0595,0.000000,1
9025,0.9685,-14.4883,0.000000,1
9026,0.9501,-4.3752,0.000000,2
9027,0.9919,-28.1117,0.000000,1
9028,0.9955,-27.4927,0.000000,1
9029,0.9966,-26.9164,0.000000,1
9030,0.9812,-18.4700,0.000000,1
9031,0.9871,-23.4096,0.000000,1
9032,0.9914,-23.5158,0.000000,1
9033,0.9914,-23.5158,0.000000,1
9034,1.0365,-2.3249,0.000000,2
9035,1.0060,-3.4821,0.000000,2
9036,0.9871,-23.4096,0.000000,1
9037,0.9746,0.2248,0.000000,2
9038,1.0209,-19.9477,0.000000,1
9039,1.0081,-4.7958,0.000000,1
9040,0.9774,-18.8856,0.000000,1
9041,1.0079,-7.0234,0.000000,2
9042,1.0465,-14.3816,0.000000,1
9043,0.9982,-25.3754,0.000000,1
9044,0.9982,-25.3753,0.000000,1
9045,0.9774,-18.8851,0.000000,1
9046,0.9988,-25.5458,0.000000,1
9048,1.0311,-4.9332,0.000000,1
9049,1.0380,3.8528,0.000000,1
9050,0.9797,-22.0948,0.000000,1
9051,0.9908,-16.2478,0.000000,1
9052,0.9976,5.3422,0.000000,1
9054,1.0074,-26.1583,0.000000,1
9055,1.0020,-25.2149,0.000000,1
9056,1.0229,-22.9479,0.000000,1
9057,1.0151,-30.5301,0.000000,1
9058,1.0248,-22.2597,0.000000,1
9059,1.0151,-30.6033,0.000000,1
9060,1.0231,-29.3813,0.000000,1
9061,0.9880,-17.5880,0.000000,1
9062,0.9984,-17.6786,0.000000,1
9063,0.9646,-11.5856,0.000000,1
9064,0.9903,-17.5568,0.000000,1
9066,0.9885,-27.1323,0.000000,1
9067,0.9779,-28.6140,0.000000,1
9068,0.9804,-28.3592,0.000000,1
9069,1.0017,-24.3176,0.000000,1
9070,0.9907,-23.7637,0.000000,1
9071,0.9907,-23.8315,0.000000,1
9072,0.9907,-23.8390,0.000000,1
9073,0.9993,-26.6810,0.000000,1
9074,1.0021,-26.2775,0.000000,1
9075,0.9927,-25.0367,0.000000,1
9076,0.9878,-27.8698,0.000000,1
9077,0.9975,-26.6500,0.000000,1
9078,0.9926,-27.4169,0.000000,1
9079,0.9932,-27.3514,0.000000,1
9080,1.0174,-16.2560,0.000000,1
9081,1.0023,-17.3594,0.000000,1
9082,0.9950,-18.5408,0.000000,1
9083,0.9989,-18.3152,0.000000,1
9084,0.9585,-21.7915,0.000000,1
9085,0.9567,-22.0415,0.000000,1
9086,0.9731,-20.6466,0.000000,1
9087,0.9917,-19.0960,0.000000,1
9088,0.9760,-19.8887,0.000000,1
9089,0.9823,-23.8103,0.000000,1
9090,0.9803,-23.1377,0.000000,1
9091,1.0053,-17.7153,0.000000,1
9092,1.0079,-17.4552,0.000000,1
9093,1.0196,-15.6576,0.000000,1
9094,0.9976,-17.4233,0.000000,1
9095,0.9836,-19.2262,0.000000,1
9096,0.9942,-24.3777,0.000000,1
9097,1.0194,-24.9931,0.000000,1
9098,1.0385,-14.7203,0.000000,1
9099,1.0228,-15.8319,0.000000,1
9100,0.9756,-24.7706,0.000000,2
9101,0.9756,-24.7706,0.000000,2
9102,1.0278,-22.7171,0.000000,1
9103,1.0183,-24.8863,0.000000,1
9104,1.0000,-24.7703,0.000000,1
9105,0.9999,-24.7706,0.000000,1
9107,1.0328,-20.6505,0.000000,1
9108,0.9649,-16.8968,0.000000,1
9109,0.9625,-12.9228,0.000000,1
9110,0.9588,-17.7947,0.000000,1
9111,0.9581,-15.6125,0.000000,1
9112,0.9716,-0.5218,0.000000,1
9113,0.9715,-0.5226,0.000000,1
9114,0.9729,-0.5226,0.000000,1
9115,1.0101,-6.1466,0.000000,2
9116,1.0101,-6.2161,0.000000,1
9117,1.0101,-6.2161,0.000000,1
9122,1.0127,-22.3087,0.000000,1
9123,0.9810,-13.5567,0.000000,1
9125,1.0044,-20.5993,0.000000,1
9126,0.9865,3.5405,0.000000,2
9127,0.9762,5.1416,0.000000,1
9128,0.9689,-18.5581,0.000000,1
9129,0.9943,-20.9024,0.000000,1
9130,1.0017,-22.0372,0.000000,1
9132,0.9985,-6.3069,0.000000,1
9133,0.9961,-6.6387,0.000000,1
9134,0.9853,-6.7951,0.000000,1
9135,1.0004,-26.2558,0.000000,1
9136,0.9957,-26.6520,0.000000,1
9137,0.9976,-26.6731,0.000000,1
9138,0.9851,-27.7884,0.000000,1
9139,0.9977,-26.6863,0.000000,1
9140,0.9846,-27.8517,0.000000,1
9176,0.9936,14.2079,0.000000,1
9177,0.9926,15.6118,0.000000,1
9178,0.9790,21.9891,0.000000,1
9179,0.9936,16.1574,0.000000,1
9180,0.9866,22.9170,0.000000,1
9182,0.9938,-0.6553,0.000000,1
9183,0.9959,3.3382,0.000000,1
9194,0.9636,-5.6060,0.000000,2
9195,1.0231,2.5973,0.000000,1
9196,1.0041,4.3472,0.000000,1
9197,0.9937,16.7108,0.000000,1
9198,0.9852,22.9269,0.000000,1
9199,0.9849,-3.4067,0.000000,1
9201,0.9982,-1.9722,0.000000,1
9202,1.0028,7.0502,0.000000,1
9203,1.0008,5.8225,0.000000,1
9204,1.0028,7.0564,0.000000,1
9205,1.0100,-0.2419,0.000000,1
9206,1.0101,-1.7421,0.000000,1
9207,1.0151,-4.8631,0.000000,1
9208,1.0044,-1.3427,0.000000,1
9209,0.9970,-0.7918,0.000000,1
9210,1.0177,-3.6011,0.000000,1
9211,1.0096,-2.1821,0.000000,1
9213,1.0032,6.9908,0.000000,1
9214,0.9978,-1.5135,0.000000,1
9216,0.9964,-2.4905,0.000000,1
9217,1.0056,-7.2228,0.000000,1
9218,0.9504,18.1104,0.000000,2
9220,0.9509,20.4614,0.000000,2
9221,0.9663,13.6513,0.000000,1
9222,1.0452,5.9249,0.000000,2
9223,1.0152,4.6017,0.000000,1
9224,1.0152,4.6005,0.000000,2
9225,1.0152,4.6005,0.000000,1
9229,0.9936,-2.0105,0.000000,1
9230,0.9937,-2.0045,0.000000,1
9231,0.9974,-3.0596,0.000000,1
9232,0.9907,-5.6055,0.000000,1
9236,0.9961,-3.2190,0.000000,1
9241,0.9955,-4.7541,0.000000,1
9242,0.9985,1.8743,0.000000,1
9243,1.0047,-2.0970,0.000000,1
9245,0.9900,-10.0152,0.000000,1
9246,0.9924,-6.5733,0.000000,1
9251,0.9997,-3.5505,0.000000,1
9252,0.9982,-2.9861,0.000000,1
9253,0.9957,-4.7774,0.000000,1
9254,0.9973,-3.7931,0.000000,1
9258,0.9890,-5.9850,0.000000,1
9260,0.9887,-8.4591,0.000000,1
9261,0.9660,9.4189,0.000000,1
9262,1.0140,0.1930,0.000000,1
9263,1.0111,0.3803,0.000000,1
9264,0.9975,-3.4116,0.000000,1
9265,1.0005,-1.9094,0.000000,1
9267,0.9978,-3.4871,0.000000,1
9269,0.9917,-4.0788,0.000000,1
9270,0.9905,-4.1061,0.000000,1
9273,0.9959,-2.4912,0.000000,1
9274,0.9956,-2.5131,0.000000,1
9276,0.9949,-5.3168,0.000000,1
9277,0.9955,-2.0921,0.000000,1
9278,1.0100,2.0811,0.000000,1
9279,0.9949,-2.4524,0.000000,1
9281,0.9969,-5.6566,0.000000,1
9282,0.9946,-2.2092,0.000000,1
9284,1.0001,-4.7852,0.000000,1
9285,1.0154,-1.6721,0.000000,1
9290,0.9976,-2.9700,0.000000,1
9295,0.9905,-2.0257,0.000000,1
9296,0.9905,-2.0257,0.000000,1
9297,0.9905,-2.0254,0.000000,1
9298,0.9904,-2.0432,0.000000,1
9300,0.9844,-2.5085,0.000000,1
9301,1.0022,-4.9442,0.000000,1
9302,1.0057,-0.3001,0.000000,1
9303,0.9962,-5.1284,0.000000,1
9304,1.0192,1.3118,0.000000,1
9305,0.9989,-0.0889,0.000000,1
9306,0.9996,-3.0626,0.000000,1
9308,0.9927,7.3998,0.000000,1
9309,1.0025,9.8746,0.000000,1
9310,1.0020,11.7076,0.000000,1
9311,1.0038,3.7957,0.000000,1
9312,1.0032,5.7676,0.000000,1
9315,0.9916,7.5506,0.000000,1
9320,1.0024,-18.7560,0.000000,1
9321,1.0027,-15.4136,0.000000,1
9322,1.0035,-15.1511,0.000000,1
9324,1.0027,-15.9367,0.000000,1
9325,0.9945,-20.6960,0.000000,1
9326,0.9968,-17.4700,0.000000,1
9327,1.0182,-14.8661,0.000000,1
9328,0.9959,-11.8208,0.000000,1
9329,0.9863,-13.5770,0.000000,1
9330,0.9965,-13.8780,0.000000,1
9331,0.9980,-10.4564,0.000000,1
9332,0.9975,-18.0066,0.000000,1
9333,0.9922,-5.6075,0.000000,1
9334,0.9661,-9.3591,0.000000,1
9335,0.9978,4.3775,0.000000,1
9336,0.9942,4.2825,0.000000,1
9337,0.9931,-9.2037,0.000000,1
9338,0.9921,-9.7380,0.000000,1
9339,1.0085,-6.9827,0.000000,1
9342,0.9961,-19.6272,0.000000,1
9343,1.0055,-16.3972,0.000000,1
9344,0.9959,-11.8499,0.000000,1
9345,0.9956,-9.5172,0.000000,1
9346,0.9980,-10.4563,0.000000,1
9347,0.9980,-14.2888,0.000000,1
9348,0.9965,-13.8779,0.000000,1
9349,1.0164,-11.6803,0.000000,1
9350,1.0152,-11.8285,0.000000,1
9351,1.0152,-11.8286,0.000000,1
9354,1.0460,14.0030,0.000000,1
9355,0.9756,-9.6993,0.000000,1
9356,1.0448,19.6876,0.000000,2
9357,0.9534,-5.9059,0.000000,1
9358,1.0093,-12.0916,0.000000,1
9359,1.0043,-18.2073,0.000000,1
9360,0.9936,-18.0181,0.000000,1
9361,1.0063,-15.7751,0.000000,1
9362,0.9780,-14.5748,0.000000,2
9364,0.9573,-9.3762,0.000000,1
9365,0.9917,-18.2901,0.000000,1
9366,0.9970,-17.9438,0.000000,1
9367,0.9976,-13.6061,0.000000,1
9368,1.0012,-13.4213,0.000000,1
9369,0.9878,-18.3963,0.000000,1
9370,0.9898,1.9199,0.000000,1
9372,0.9967,-8.5483,0.000000,1
9373,1.0091,8.0412,0.000000,1
9377,0.9515,-2.3188,0.000000,1
9388,1.0030,-7.0811,0.000000,1
9390,0.9934,-6.0979,0.000000,1
9391,0.9770,-7.8900,0.000000,1
9392,0.9982,-2.5087,0.000000,1
9399,1.0149,-11.8299,0.000000,1
9400,0.9955,-17.3657,0.000000,1
9401,0.9859,-19.1660,0.000000,1
9402,0.9860,-19.9453,0.000000,1
9403,1.0057,-5.9555,0.000000,1
9404,0.9942,-7.2772,0.000000,1
9405,0.9853,-0.4598,0.000000,1
9406,0.9787,-7.0162,0.000000,1
9407,0.9787,-5.2402,0.000000,1
9408,0.9856,-2.8070,0.000000,1
9409,0.9994,-6.6068,0.000000,1
9413,0.9956,-6.9730,0.000000,1
9416,0.9613,-1.6461,0.000000,1
9418,0.9950,-17.4620,0.000000,1
9419,0.9880,-20.3077,0.000000,1
9425,0.9818,-7.4150,0.000000,1
9426,0.9993,-6.6653,0.000000,1
9427,0.9934,-9.2232,0.000000,1
9428,0.9777,0.6062,0.000000,1
9435,1.0409,9.9091,0.000000,1
9436,0.9909,-19.2520,0.000000,1
9439,0.9932,-18.0815,0.000000,1
9440,1.0696,8.7537,0.000000,1
9441,0.9993,12.6906,0.000000,1
9442,0.9947,25.1342,0.000000,2
9443,0.9856,19.1155,0.000000,2
9444,1.0004,17.3838,0.000000,1
9445,1.0183,-2.1597,0.000000,1
9446,0.9500,2.8621,0.000000,2
9447,0.9779,19.5551,0.000000,2
9448,0.9986,20.9804,0.000000,2
9449,0.9966,20.0941,0.000000,2
9450,1.0026,17.3458,0.000000,1
9451,1.0005,17.2682,0.000000,2
9452,0.9970,16.0504,0.000000,2
9453,0.9972,18.6921,0.000000,2
9454,0.9984,6.6469,0.000000,2
9455,1.0080,-6.8792,0.000000,1
9456,1.0005,17.3779,0.000000,1
9457,0.9985,13.2424,0.000000,1
9458,1.0015,18.4193,0.000000,1
9459,0.9982,14.2436,0.000000,1
9460,1.0013,18.9352,0.000000,1
9461,1.0030,17.3317,0.000000,1
9462,1.0016,17.0026,0.000000,1
9463,1.0031,17.4891,0.000000,1
9464,1.0081,-6.3557,0.000000,1
9465,1.0081,-6.3557,0.000000,1
9466,1.0407,-15.4703,0.000000,1
9467,1.0441,-15.4759,0.000000,1
9468,1.0432,-15.4703,0.000000,1
9469,1.0365,-15.4703,0.000000,1
9470,1.0026,-4.4339,0.000000,1
9472,0.9827,-1.1104,0.000000,1
9473,0.9954,-4.0723,0.000000,1
9486,0.9792,2.5340,0.000000,1
9488,1.0394,-19.9983,0.000000,1
9489,1.0054,-11.7027,0.000000,1
9490,1.0054,-11.7027,0.000000,1
9491,1.0061,-0.9305,0.000000,1
9492,1.0069,-3.0978,0.000000,1
9495,0.9948,-30.5867,0.000000,1
9496,1.0302,-3.0626,0.000000,1
9497,1.0302,-3.0626,0.000000,1
9498,1.0159,0.0734,0.000000,1
9499,1.0058,2.4123,0.000000,1
9500,1.0410,-11.7060,0.000000,2
9501,1.0437,-15.9250,0.000000,1
9502,1.0500,-15.3548,0.000000,1
9503,1.0488,-12.6223,0.000000,1
9504,0.9500,-19.0681,0.000000,2
9505,1.0360,-24.0879,0.000000,1
9506,1.0006,-21.9628,0.000000,1
9507,0.9821,-19.0681,0.000000,1
9508,0.9821,-19.0681,0.000000,1
9509,1.0000,3.7518,0.000000,1
9511,0.9785,-8.7304,0.000000,1
9512,0.9750,4.4126,0.000000,1
9513,0.9899,-3.3856,0.000000,1
9514,0.9731,6.4071,0.000000,1
9515,0.9899,-3.3856,0.000000,1
9516,1.0939,-19.3960,0.000000,1
9517,0.9890,-3.6350,0.000000,1
9519,0.9877,-3.1410,0.000000,1
9520,0.9877,-3.1415,0.000000,1
9521,0.9839,-3.8954,0.000000,2
9522,0.9915,-22.1449,0.000000,1
9523,1.0385,-22.1449,0.000000,1
9524,0.9828,-12.4967,0.000000,1
9525,1.0147,-21.2353,0.000000,1
9526,0.9891,-4.6537,0.000000,1
9527,1.0622,-15.7241,0.000000,1
9528,1.0256,-2.3580,0.000000,1
9529,0.9728,7.6970,0.000000,1
9530,0.9827,1.0926,0.000000,1
9531,1.0079,-13.5425,0.000000,1
9533,1.0197,-10.1885,0.000000,1
9534,1.0005,-11.9131,0.000000,1
9535,1.0012,-15.3557,0.000000,1
9536,1.0012,-15.3666,0.000000,1
9537,1.0064,-12.1997,0.000000,1
9538,1.0194,7.3268,0.000000,1
9539,1.0171,4.6055,0.000000,1
9542,1.0247,-9.9800,0.000000,1
9543,1.0268,-11.4884,0.000000,1
9544,0.9931,18.6013,0.000000,1
9547,1.0060,1.4431,0.000000,1
9548,1.0093,-0.2360,0.000000,1
9550,0.9879,-1.8059,0.000000,1
9551,0.9815,-12.3718,0.000000,1
9554,0.9940,-1.9842,0.000000,1
9555,0.9937,-2.0045,0.000000,1
9556,0.9974,-3.0594,0.000000,1
9557,1.0102,-10.0283,0.000000,1
9558,1.0228,2.5967,0.000000,1
9561,1.0411,6.8340,0.000000,2
9562,1.0170,2.3459,0.000000,1
9563,1.0007,2.6301,0.000000,1
9564,1.0039,4.8070,0.000000,1
9565,1.0047,-0.2929,0.000000,1
9566,1.0044,4.7515,0.000000,1
9567,1.0007,-0.6898,0.000000,1
9569,1.0229,2.6460,0.000000,1
9570,1.0049,0.2185,0.000000,1
9578,1.0147,19.2664,0.000000,1
9579,1.0211,6.1620,0.000000,1
9580,1.0054,6.5473,0.000000,1
9581,1.0089,5.9450,0.000000,1
9582,0.9982,7.1991,0.000000,1
9583,1.0225,2.9257,0.000000,1
9584,1.0200,2.7389,0.000000,1
9586,1.0139,-0.0092,0.000000,1
9588,1.0216,2.5947,0.000000,1
9589,1.0142,0.3939,0.000000,1
9590,1.0227,4.6717,0.000000,1
9591,1.0499,0.9766,0.000000,1
9592,0.9972,-0.2047,0.000000,1
9593,0.9969,-3.9797,0.000000,1
9594,0.9997,1.3688,0.000000,1
9595,0.9783,-11.1045,0.000000,1
9597,1.0038,0.1597,0.000000,1
9598,1.0066,7.6589,0.000000,1
9599,1.0136,10.1928,0.000000,1
9600,0.9501,-13.0183,0.000000,2
9601,1.0283,-18.5497,0.000000,1
9603,0.9500,-11.8109,0.000000,2
9605,1.0509,-19.0681,0.000000,1
9607,1.0114,-22.4382,0.000000,1
9608,1.0400,-19.5977,0.000000,1
9609,1.0090,-21.9916,0.000000,1
9610,1.0072,-22.2618,0.000000,1
9611,1.0072,-22.2618,0.000000,1
9612,0.9982,-20.2255,0.000000,1
9613,0.9982,-20.2269,0.000000,1
9615,0.9501,-13.0183,0.000000,2
9623,1.0133,-5.8670,0.000000,1
9625,0.9510,-18.3506,0.000000,1
9626,1.0404,-18.6655,0.000000,1
9627,0.9500,-12.5406,0.000000,2
9628,0.9500,-11.9003,0.000000,2
9634,0.9599,-25.3622,0.000000,1
9636,0.9726,-23.6323,0.000000,1
9637,1.0047,-17.1636,0.000000,1
9640,0.9680,-19.5284,0.000000,1
9642,0.9779,-25.7828,0.000000,1
9643,1.0042,-11.8835,0.000000,1
9648,0.9687,-25.7541,0.000000,1
9650,0.9785,-12.7086,0.000000,1
9651,1.0001,0.3315,0.000000,1
9653,1.0094,-7.7241,0.000000,1
9654,1.0094,-7.7241,0.000000,1
9655,0.9985,-6.1774,0.000000,1
9657,1.0146,-3.2048,0.000000,1
9659,1.0146,-3.2047,0.000000,1
9660,1.0082,-4.6680,0.000000,1
9674,1.0146,-3.2047,0.000000,1
9675,0.9985,-6.1773,0.000000,1
9678,1.0072,-0.8121,0.000000,1
9679,1.0106,-0.5464,0.000000,1
9680,0.9936,-8.4960,0.000000,1
9682,1.0497,13.8972,0.000000,2
9685,0.9932,-13.9366,0.000000,1
9689,1.0365,6.1915,0.000000,1
9692,0.9735,0.0131,0.000000,1
9693,1.0019,-1.5793,0.000000,1
9694,0.9969,-3.0537,0.000000,1
9697,1.0035,-12.0412,0.000000,1
9698,1.0019,-13.0799,0.000000,1
9700,1.0023,-15.1594,0.000000,1
9701,1.0069,-13.6818,0.000000,1
9702,1.0201,-12.1308,0.000000,1
9703,1.0005,-14.9778,0.000000,1
9704,1.0025,7.2700,0.000000,1
9705,0.9943,-19.3130,0.000000,1
9713,0.9899,1.0130,0.000000,1
9717,1.0004,-13.7973,0.000000,1
9719,1.0073,2.9882,0.000000,1
9721,0.9755,-21.3529,0.000000,1
9725,1.0062,2.1013,0.000000,1
9726,1.0105,-1.7077,0.000000,1
9727,0.9936,6.2173,0.000000,1
9731,1.0131,10.0741,0.000000,1
9732,1.0103,17.2526,0.000000,1
9733,1.0118,17.3824,0.000000,1
9734,1.0085,17.2580,0.000000,1
9735,0.9937,12.8959,0.000000,2
9737,1.0265,6.7220,0.000000,1
9738,1.0145,3.8017,0.000000,1
9739,1.0300,5.4573,0.000000,1
9740,0.9910,13.5313,0.000000,2
9741,1.0246,7.4712,0.000000,1
9750,1.0365,3.2878,0.000000,1
9751,0.9980,3.4528,0.000000,1
9752,1.0125,1.5314,0.000000,1
9753,1.0088,-0.7972,0.000000,1
9754,1.0056,0.9142,0.000000,1
9756,0.9928,2.4356,0.000000,1
9757,0.9963,8.7023,0.000000,1
9759,1.0068,10.8743,0.000000,1
9760,1.0044,4.5924,0.000000,2
9761,1.0210,0.2322,0.000000,2
9762,1.0139,-0.0049,0.000000,1
9763,0.9502,5.9237,0.000000,1
9764,1.0241,5.8561,0.000000,2
9765,1.0272,5.9662,0.000000,2
9766,1.0216,2.5993,0.000000,1
9767,0.9962,-1.2035,0.000000,2
9768,1.0041,-0.3725,0.000000,2
9769,1.0039,4.8070,0.000000,2
9780,1.0084,1.4359,0.000000,1
9781,0.9986,-6.7808,0.000000,1
9782,0.9969,-5.4172,0.000000,1
9783,1.0040,-1.1083,0.000000,1
9784,1.0271,7.6526,0.000000,2
9785,1.0353,6.0288,0.000000,1
9786,1.0176,6.0275,0.000000,1
9787,1.0168,6.0324,0.000000,1
9794,1.0108,14.2706,0.000000,1
9799,1.0311,4.7781,0.000000,1
9800,0.9964,-3.0278,0.000000,1
9803,0.9852,11.3775,0.000000,1
9806,1.0120,5.8929,0.000000,1
9807,0.9747,12.1403,0.000000,1
9808,0.9877,12.2764,0.000000,1
9813,1.0018,11.6142,0.000000,1
9814,0.9925,16.3503,0.000000,1
9818,1.0221,6.4173,0.000000,1
9819,1.0139,5.9508,0.000000,1
9820,1.0108,9.5866,0.000000,1
9822,1.0101,10.3225,0.000000,1
9823,0.9981,9.2994,0.000000,1
9824,1.0094,9.5871,0.000000,2
9829,0.9899,0.2967,0.000000,1
9830,0.9892,0.2724,0.000000,1
9836,1.0064,2.2781,0.000000,1
9837,0.9959,0.4802,0.000000,1
9840,1.0238,11.8541,0.000000,1
9841,1.0092,9.2412,0.000000,1
9843,1.0196,-6.6404,0.000000,1
9845,0.9661,-10.7648,0.000000,1
9853,1.0092,19.0776,0.000000,1
9859,1.0040,12.9183,0.000000,1
9860,0.9916,19.9236,0.000000,1
9865,1.0121,1.6742,0.000000,1
9866,0.9935,9.7747,0.000000,1
9867,1.0015,12.5181,0.000000,1
9868,0.9994,13.8927,0.000000,1
9872,1.0023,-0.3760,0.000000,1
9873,0.9793,16.1912,0.000000,1
9874,0.9832,18.8816,0.000000,1
9875,1.0027,24.7225,0.000000,1
9876,0.9824,25.1906,0.000000,1
9877,0.9890,21.0971,0.000000,1
9878,0.9993,27.1762,0.000000,1
9890,1.0301,12.1870,0.000000,1
9891,1.0013,-5.2806,0.000000,1
9892,1.0087,-3.4218,0.000000,1
9894,0.9929,12.4978,0.000000,1
9895,0.9757,11.6135,0.000000,1
9898,0.9960,-8.7216,0.000000,1
9900,1.0112,29.9765,0.000000,1
9901,1.0048,3.2239,0.000000,1
9911,1.0142,0.5224,0.000000,1
9912,1.0149,-2.0642,0.000000,1
9913,1.0149,-2.0642,0.000000,1
9914,1.0149,-2.0642,0.000000,1
9915,0.9914,-7.4447,0.000000,1
9917,0.9822,11.4984,0.000000,1
9918,1.0063,3.6716,0.000000,1
9920,1.0081,4.5325,0.000000,1
9921,0.9955,2.4278,0.000000,1
9923,0.9876,-5.9236,0.000000,1
9925,0.9780,-20.5194,0.000000,1
9932,0.9943,-13.1179,0.000000,1
9935,0.9705,-23.2985,0.000000,1
9937,0.9934,-8.3509,0.000000,1
9948,1.0260,16.6857,0.000000,1
9949,1.0196,19.5095,0.000000,1
9950,1.0122,19.5854,0.000000,1
9951,1.0315,5.9102,0.000000,1
9952,1.0349,5.9679,0.000000,1
9958,1.0141,11.4495,0.000000,1
9959,0.9996,14.6752,0.000000,1
9960,0.9991,-3.1073,0.000000,1
9961,1.0141,0.2359,0.000000,1
9962,0.9948,-1.9232,0.000000,1
9963,0.9927,14.9222,0.000000,1
9967,0.9942,-3.4894,0.000000,1
9969,0.9913,21.1988,0.000000,1
9970,1.0200,4.4862,0.000000,1
9971,0.9920,-7.8412,0.000000,1
9974,0.9992,-6.1230,0.000000,1
9975,0.9921,-7.5582,0.000000,1
9977,0.9770,-7.0813,0.000000,1
9978,0.9731,-6.4803,0.000000,1
9980,0.9793,-6.6816,0.000000,1
9981,0.9853,-5.6324,0.000000,1
9983,0.9981,-14.9509,0.000000,1
9985,0.9949,-3.7140,0.000000,1
9986,0.9504,-1.5292,0.000000,2
9988,0.9585,-4.3182,0.000000,1
9989,0.9912,-4.7230,0.000000,1
9991,0.9934,-13.8832,0.000000,1
9992,1.0226,-9.9239,0.000000,1
9993,1.0138,-13.1153,0.000000,1
9994,1.0257,-9.8107,0.000000,1
9995,1.0257,-9.8107,0.000000,1
9996,1.0240,-9.8671,0.000000,1
9997,1.0240,-9.8671,0.000000,1
10000,1.0119,-0.1756,0.000000,1
10001,1.0214,-2.9198,0.000000,1
10002,1.0041,-6.2164,0.000000,1
10003,1.0130,-4.8391,0.000000,1
10004,1.0065,-6.8502,0.000000,1
10005,0.9944,4.3816,0.000000,1
10007,1.0004,-3.0245,0.000000,1
10008,1.0235,-5.9333,0.000000,1
10009,1.0253,-6.7294,0.000000,1
10011,1.0084,24.1561,0.000000,1
10012,0.9999,32.4039,0.000000,1
10013,0.9956,-2.1012,0.000000,1
10014,1.0016,-5.9345,0.000000,1
10016,0.9869,-6.3778,0.000000,1
10017,0.9976,31.7727,0.000000,1
10018,0.9998,23.5881,0.000000,1
10019,0.9996,26.1265,0.000000,1
