ID_Barra,Tipo_Barra,Tensao_Base_kV,Tensao_Mag_pu,Tensao_Ang_graus,P_Geracao_pu,Q_Geracao_pu,P_Carga_pu,Q_Carga_pu,Desvio_Tensao_QLIM_pu,Corte_Reativo_VLIM_pu,Corte_Ativo_DERA_pu,Corte_Reativo_DERA_pu
5252,1,138.0,1.0461359997261324,0.09143693960049339,0.0,0.0,0.0,0.0,0.0,-1.703845582229448e-6,0.0,0.0
5253,1,69.0,1.040462417632121,-1.4832818137007748,0.0,0.0,0.0,0.0,0.0,-1.725199008269445e-6,0.0,0.0
5254,1,230.0,1.0095264979886043,3.0163707550980696,0.0,0.0,0.0,0.0,0.0,-1.492448788762745e-7,0.0,0.0
5255,1,138.0,1.0499998949769926,0.6587451322782931,0.0,0.0,0.0,0.0,0.0,-2.6846282476948495e-7,0.0,0.0
5256,1,13.8,1.0404630785889226,-1.4832818137007748,0.0,0.0,0.0,0.0,0.0,-1.7235617755558502e-6,0.0,0.0
5257,1,69.0,1.005476637718999,0.2981430763698185,0.0,0.0,0.0,0.0,0.0,-2.9370030084317482e-8,0.0,0.0
5258,1,69.0,1.0055127968301132,0.29767448291188897,0.0,0.0,0.0,0.0,0.0,-2.9340447928002326e-8,0.0,0.0
5259,1,13.8,0.9655153645247582,-8.2594154825193,0.0,0.0,0.0,0.0,0.0,7.56231799499737e-9,0.0,0.0
5262,1,230.0,1.015214439444315,6.400606833592213,0.0,0.0,0.0,0.0,0.0,-1.1166235427771645e-7,0.0,0.0
5263,1,69.0,1.0226061160163504,6.147967832027236,0.0,0.0,0.34900000000000003,0.01,0.0,-1.1220970625365535e-7,-8.181854376736827e-9,-2.344370881586483e-10
5264,1,991.0,0.9655153650604954,-8.2594154825193,0.0,0.0,0.0,0.0,0.0,7.564562893136436e-9,0.0,0.0
5265,1,13.8,1.0250439074775306,6.395402522260048,0.0,0.0,0.0,0.0,0.0,-1.1168272610940294e-7,0.0,0.0
5267,1,13.8,1.025043907477514,6.395402522260048,0.0,0.0,0.0,0.0,0.0,-1.1168272610940249e-7,0.0,0.0
5268,1,991.0,1.0250438598428027,6.395402522260048,0.0,0.0,0.0,0.0,0.0,-1.116738289642923e-7,0.0,0.0
5269,1,991.0,1.0250438598427858,6.395402522260048,0.0,0.0,0.0,0.0,0.0,-1.1167382896429232e-7,0.0,0.0
5271,1,230.0,0.9865427929965479,-13.901121889814634,0.0,0.0,1.8969999999999998,0.1844,0.0,3.7143177638243767e-10,-8.181805035508358e-9,-7.953214805206861e-10
5272,1,991.0,1.0049453897113325,-13.397563641145268,0.0,0.0,0.0,0.0,0.0,3.901727057465407e-10,0.0,0.0
5273,1,69.0,1.015487137852823,-16.227210967423755,0.0,0.0,1.963,0.7390000000000001,0.0,4.759501224952757e-10,-8.18180503780232e-9,-3.08015991998773e-9
5274,1,13.8,1.0049453896344331,-13.3975636410469,0.0,0.0,0.0,0.0,0.0,3.8530064478124514e-10,0.0,0.0
5276,1,991.0,1.0148091802051118,-1.6682087254668965,0.0,0.0,0.0,0.0,0.0,-3.635885322600724e-8,0.0,0.0
5277,1,13.8,1.0148091829801429,-1.6682087254668965,0.0,0.0,0.0,0.0,0.0,-3.636057653905365e-8,0.0,0.0
5285,1,13.8,1.0324257661753435,-2.5301521368130566,0.0,0.0,0.0,0.0,0.0,-2.006449754374386e-9,0.0,0.0
5286,1,991.0,1.0324257657799523,-2.5301521359503387,0.0,0.0,0.0,0.0,0.0,-2.0025656616498466e-9,0.0,0.0
5287,1,991.0,1.0073851173667798,-3.7868594721255384,0.0,0.0,0.0,0.0,0.0,4.758775631675725e-10,0.0,0.0
