ID_Barra,Tensao_Mag_pu,Tensao_Ang_graus,P_Geracao_pu,Q_Geracao_pu,P_Carga_pu,Q_Carga_pu,Desvio_Tensao_QLIM_pu,Corte_Reativo_VLIM_pu,Falta_Ativa_PLIM_pu
3163,0.6193494421924393,-30.283165437246847,0.0,0.0,-0.021,0.0,0.0,0.0001192518391499497,-0.011837792100451388
9523,0.70863511957916,-33.480750341574684,0.0,0.0,0.0,0.0,0.0,-0.14007338188076693,0.008415742229648426
2989,0.6296190339428535,-43.48828214094075,0.0,0.0,0.001,0.001,0.0,-0.07593058938578229,0.012018168261168659
4357,0.6331710490517372,-44.56691180434915,0.0,0.0,0.0,0.0,0.0,-0.0208061838289122,0.010944967075800366
844,0.6457953109497951,-36.11166906425165,0.0,0.0,0.36699999999999994,0.139,0.0,-0.056150020795910666,0.11739311914664233
59,0.6842463087766635,-33.10185052299948,0.0,0.0,0.0,0.0,0.0,-0.08293715120819156,-0.09052781177909112
41063,0.6701498343768166,-44.87166942289886,0.0,0.0,0.19,0.062,0.0,-0.022094353678160955,0.044452411808705905
43268,0.6980322573240872,-28.921547003815633,0.0,0.0,0.0,0.0,0.0,-0.02222453183365602,0.0008487073669434203
27617,0.608372594505943,-66.80397939268617,0.0,0.0,0.0,0.0,0.0,0.006959150755484254,-0.000595909102756109
9329,0.6005770577192042,-52.746764817799914,0.0,0.0,0.126,0.046,0.0,-0.01772437706633776,0.04281722387295158
79,0.5658167367302177,-52.80317244313986,0.0,0.0,0.0,0.0,0.0,0.2682152210540875,-0.03574193796555147
17639,0.6194711429049187,-25.670485674276073,0.0,0.0,0.0,0.0,0.0,0.0017762813640053569,0.002356426522825728
6803,0.6271888458035917,-41.431670047377864,0.0,0.0,0.0,0.0,0.0,0.03631110694918952,0.005847768540681569
21970,0.6125951463175456,-68.11296816882495,0.0,0.0,0.0,0.0,0.0,-0.027450802948792354,-0.0005461402330797852
2920,0.5985568701311346,-56.98048168807861,0.0,0.0,0.205,0.044000000000000004,0.0,-0.03979286006951446,0.06928794850784471
7654,0.6176153889004069,-60.24862107967134,0.0,0.0,0.034,0.023,0.0,-0.00928764678166432,0.011209984703455605
7438,0.6090786375332808,-60.47412780805466,0.0,0.0,0.665,0.135,0.0,-0.0689194927276128,0.21518805629271065
2783,0.638100192771034,-63.896229148691205,0.0,0.0,0.478,0.011000000000000001,0.0,-0.012747945668370213,0.12873344136454395
7710,0.5536412775575762,-58.85178174398902,0.0,0.0,0.255,0.022000000000000002,0.0,0.012896916818621396,0.0699339165179448
11925,0.6620012635514898,-19.109624979555527,0.0,0.0,0.0,0.0,0.0,-0.010278373007915995,0.007801677190638673
732,0.6155214334885315,-67.63576429656636,0.0,0.0,0.0,0.0,0.0,-0.014969737966838797,0.0107900096428699
8714,0.6640997836244286,-28.62397033049072,0.0,0.0,0.0,0.0,0.0,-0.10644970407444057,-0.18584540806196054
